NodeID_A,longitude_A,latitude_A,type_A,NodeID_B,longitude_B,latitude_B,type_B,A,NE
80753398,132.553556,388.544489,J,63780554, , ,J,1,200892814
84121588,132.367564,388.578111,J,45921962,132.353082,388.574886,H,1,200581839
84024004, , ,J,65768369,132.36016,388.59285,J,0.1,200415158
83976883,132.386865,388.581388,J,24985217,132.394438,388.580228,J,1,200356623
71934672,132.50405,388.50679,J,1590621,132.491384,388.50978,J,1,200356597
71934672,132.50405,388.50679,J,1589793,132.50196,388.51096,J,1,200186306
71934672,132.50405,388.50679,J,22809613,132.501771,388.511906,J,1,200186305
83440509, , ,J,39069790,132.34838,388.56988,J,1,199634564
82788581, , ,J,36579943,132.524511,388.503831,J,1,198561559
82788581, , ,J,36579943,132.524511,388.503831,J,1,198561558
82571022, , ,J,24521445,132.322291,388.570781,J,0.1,198265509
31997482, , ,J,82571022, , ,J,0.1,198265508
31318147,132.364075,388.55273,J,48001272,132.364301,388.544118,H,10,198114234
76374981,132.366456,388.557769,J,31318147,132.364075,388.55273,J,10,198114231
76374981,132.366456,388.557769,J,59399478,132.364044,388.561002,J,10,198114229
19361014,132.359061,388.560475,J,59399478,132.364044,388.561002,J,10,198114224
19361014,132.359061,388.560475,J,72055754,132.330878,388.565768,J,10,198114223
42333390,132.320021,388.561188,J,72055754,132.330878,388.565768,J,10,198114221
42333390,132.320021,388.561188,J,48001271,132.29791,388.56569,H,10,198114220
17820900,132.373791,388.557321,J,40562845,132.36996,388.54843,J,10,197930384
25053255,132.35304,388.58408,J,36589357,132.35369,388.58738,G,1,197930338
17526619,132.35002,388.58758,J,25053255,132.35304,388.58408,J,10,197930337
17526619,132.35002,388.58758,J,78216724,132.34384,388.58444,J,10,197930334
45921962,132.353082,388.574886,H,78216724,132.34384,388.58444,J,10,197930332
45921962,132.353082,388.574886,H,40562845,132.36996,388.54843,J,10,197930330
15521433,132.351737,388.528024,J,19090266,132.364012,388.526781,J,10,197850452
15390335, , ,J,51250763,132.367649,388.523069,J,1,197850451
12656044,132.37715,388.55393,J,17820900,132.373791,388.557321,J,1,197850449
12656044,132.37715,388.55393,J,8320477,132.37888,388.56079,J,0.1,197850448
38294370, , ,J,8320477,132.37888,388.56079,J,0.1,197850447
38294370, , ,J,40745382,132.37992,388.568463,J,10,197850446
40745382,132.37992,388.568463,J,45921963,132.37992,388.568463,H,10,197850443
62858510,132.365555,388.591783,J,45965650,132.374666,388.592475,H,0.1,197734391
17548795,132.36001,388.58668,J,62858510,132.365555,388.591783,J,10,197734389
19229441,132.360573,388.589184,J,17548795,132.36001,388.58668,J,10,197681317
73258356,132.363139,388.572286,J,45921962,132.353082,388.574886,H,1,197681299
22568650,132.36338,388.579401,J,73258356,132.363139,388.572286,J,10,197681298
1590010,132.37077,388.57791,J,22568650,132.36338,388.579401,J,1,197681293
23365882,132.37125,388.57583,J,1590010,132.37077,388.57791,J,10,197681292
1589388,132.37581,388.57422,J,23365882,132.37125,388.57583,J,10,197681291
1589388,132.37581,388.57422,J,45921963,132.37992,388.568463,H,10,197681281
1589584,132.358827,388.591623,J,19229441,132.360573,388.589184,J,10,197424335
1589584,132.358827,388.591623,J,8403037,132.357301,388.59042,J,10,197424334
8403037,132.357301,388.59042,J,36589357,132.35369,388.58738,G,1,197424330
23552198,132.36099,388.57866,J,1588142,132.35369,388.58738,H,1,197424327
23552198,132.36099,388.57866,J,23763772,132.361996,388.581313,J,10,197424319
23763772,132.361996,388.581313,J,23763771,132.35992,388.58308,J,1,197424318
23763771,132.35992,388.58308,J,22501569,132.358581,388.587641,J,10,197424317
22501569,132.358581,388.587641,J,1589347,132.35369,388.58738,H,1,197424316
64379818,132.344899,388.586779,J,57494693,132.34784,388.58569,J,10,197086385
24313533,132.342077,388.587376,J,64379818,132.344899,388.586779,J,10,197086384
71934672,132.50405,388.50679,J,25407307,132.50405,388.50679,J,1,196972739
25407307,132.50405,388.50679,J,1589415,132.47684,388.53798,J,0.1,196972738
19440399,132.523128,388.554171,J,45876972,132.529191,388.561731,H,1,196972736
48754945,132.467184,388.556488,H,1589415,132.47684,388.53798,J,0.1,196890284
26667712,132.479231,388.576391,J,1587616,132.47613,388.58045,H,1,196889802
2809764,132.482951,388.569851,J,26667712,132.479231,388.576391,J,1,196889801
1590765,132.480581,388.557101,J,2809764,132.482951,388.569851,J,1,196889800
41070814, , ,J,1590765,132.480581,388.557101,J,1,196889799
35319224,132.472271,388.552789,J,41070814, , ,J,1,196889798
36775556,132.448489,388.533139,J,35319224,132.472271,388.552789,J,1,196889797
41070814, , ,J,36775556,132.448489,388.533139,J,1,196889796
36775556,132.448489,388.533139,J,45876971,132.41541,388.54798,H,1,196889795
59317786,132.317738,388.575572,J,64745753,132.325294,388.573927,J,1,196250896
27094585,132.340533,388.586257,J,24313533,132.342077,388.587376,J,10,196250892
57494694,132.309631,388.567111,J,24521445,132.322291,388.570781,J,0.1,195854229
8157049,132.36692,388.58821,J,1845477,132.374053,388.59151,J,1,195677651
24482525,132.36872,388.586601,J,8157049,132.36692,388.58821,J,1,195677650
10515693,132.35369,388.58738,H,24482525,132.36872,388.586601,J,1,195677649
80753398,132.553556,388.544489,J,58613117,132.550074,388.549392,J,1,195677625
80753398,132.553556,388.544489,J,31327045,132.550387,388.539906,J,1,195677624
80665481, , ,J,19361014,132.359061,388.560475,J,0.1,195590685
79396142, , ,J,49193999,132.334445,388.596408,J,1,195431184
80542503,132.509084,388.573421,J,13724170,132.503301,388.576443,J,1,195262309
80542503,132.509084,388.573421,J,49886619,132.510281,388.575297,J,1,195262308
80318727,132.487328,388.512026,J,1589587,132.45434,388.53105,J,1,194958465
80318727,132.487328,388.512026,J,44688238,132.480678,388.527312,J,1,194958464
79839242,132.337613,388.584909,J,1587995,132.338681,388.580341,J,1,194538887
79839242,132.337613,388.584909,J,36670300,132.33984,388.58152,J,1,194538886
79839243,132.385629,388.559321,J,64075486,132.39026,388.55871,H,1,194538875
79839243,132.385629,388.559321,J,36589356,132.375231,388.586301,G,1,194538871
79878685,132.493168,388.508488,J,17168113,132.491513,388.508646,J,1,194126194
79878686, , ,J,18221966,132.34537,388.58987,J,1,194126192
79632150,132.302824,388.597045,J,59018596,132.305041,388.604521,J,1,193719790
79632156,132.371779,388.585361,J,23287509,132.37294,388.58115,J,1,193719787
79632156,132.371779,388.585361,J,23287506,132.375863,388.578306,J,1,193719784
79632150,132.302824,388.597045,J,23817974,132.292175,388.594124,J,1,193719775
44953327,132.381545,388.518186,J,39512073,132.376701,388.508391,J,1,193719773
44953327,132.381545,388.518186,J,15074088,132.38487,388.52379,J,1,193719772
27061733,132.374913,388.516772,J,44953327,132.381545,388.518186,J,10,193719771
79484143,132.553091,388.544003,J,31327045,132.550387,388.539906,J,1,193333446
79396142, , ,J,24349644,132.33834,388.59487,J,1,193271051
18314761,132.372901,388.591101,J,77134244,132.369338,388.591096,J,1,192705007
77649009,132.525612,388.578801,J,54367949,132.521762,388.575631,J,1,192619217
77162930,132.539323,388.559878,J,45876972,132.529191,388.561731,H,1,192619216
77162930,132.539323,388.559878,J,55123437,132.530151,388.571675,J,1,192619215
45876972,132.529191,388.561731,H,42959947,132.535942,388.570363,J,1,192619214
77649009,132.525612,388.578801,J,78866370,132.525739,388.573401,J,1,192619212
1587616,132.47613,388.58045,H,77649009,132.525612,388.578801,J,1,192619211
22568653,132.311483,388.596567,J,78977939,132.325353,388.597837,J,1,192619209
5524419,132.33348,388.595195,J,78977939,132.325353,388.597837,J,1,192619208
78977937,132.501187,388.501726,J,36579941,132.50561,388.49779,J,1,192619207
78977937,132.501187,388.501726,J,12707480,132.499231,388.501911,J,1,192619206
78977936,132.529878,388.578129,J,62399626,132.517979,388.586535,J,1,192619204
40562874,132.362724,388.595241,J,78977935,132.367684,388.590487,J,1,192619203
1589376,132.374666,388.592475,H,78977935,132.367684,388.590487,J,1,192619202
64075487,132.491384,388.50978,H,4036448,132.55129,388.50483,J,1,192547535
48754945,132.467184,388.556488,H,3551385,132.52761,388.55089,J,1,192547528
42959947,132.535942,388.570363,J,36372856,132.532057,388.578393,J,1,192479378
78866371,132.535153,388.581106,J,77162931,132.530311,388.582774,J,1,192479377
78866369,132.341101,388.594362,J,24349644,132.33834,388.59487,J,1,192479376
78866371,132.535153,388.581106,J,77410399,132.540087,388.582527,J,1,192479373
1587616,132.47613,388.58045,H,44435992,132.528637,388.587801,J,1,192479370
78866370,132.525739,388.573401,J,55123437,132.530151,388.571675,J,1,192479368
54882090,132.520033,388.587789,J,36372856,132.532057,388.578393,J,1,192479367
1590611,132.533027,388.575389,J,45876972,132.529191,388.561731,H,1,192479360
1590611,132.533027,388.575389,J,77162931,132.530311,388.582774,J,1,192479359
78750332,132.400919,388.523792,J,25431775,132.395467,388.528725,J,1,192304919
1847196,132.38021,388.57002,J,1590767,132.37992,388.568463,H,1,192304753
44223692,132.38265,388.56406,J,1847196,132.38021,388.57002,J,1,192304752
78665087,132.384541,388.527221,J,15074088,132.38487,388.52379,J,1,192232860
78665087,132.384541,388.527221,J,15074096,132.372081,388.532811,J,1,192232859
77796243,132.405959,388.516075,J,58421408,132.40467,388.51954,J,1,192232850
78484293, , ,J,47886828,132.410687,388.524844,J,1,192133065
78484293, , ,J,47886828,132.410687,388.524844,J,1,192133064
57015093,132.47111,388.56534,J,23287508,132.470505,388.558751,J,10,191977532
58421429,132.467184,388.556488,J,23287508,132.470505,388.558751,J,10,191977531
78249610,132.350175,388.588304,J,17548796,132.35017,388.588401,J,1,191899372
78249610,132.350175,388.588304,J,17548796,132.35017,388.588401,J,1,191899371
78216725,132.309831,388.545321,J,1590578,132.29791,388.56569,J,1,191828974
78174717,132.461489,388.539771,J,25505672,132.46044,388.542801,J,1,191776367
61126351,132.404996,388.530369,J,78132288,132.408878,388.530665,J,1,191695823
34258157,132.405492,388.525349,J,78132288,132.408878,388.530665,J,1,191695822
12707480,132.499231,388.501911,J,77649006,132.508288,388.495298,J,1,191472478
24349641,132.329571,388.584471,J,49191443,132.343227,388.579588,J,1,191213726
47501157, , ,J,18221112,132.347482,388.588786,J,1,191213725
48719789,132.345386,388.585826,J,18221112,132.347482,388.588786,J,1,191213724
19111892,132.590411,388.530206,J,46205704,132.594131,388.528221,H,1,191213712
8353888,132.58494,388.52374,J,19111892,132.590411,388.530206,J,1,191213707
77796243,132.405959,388.516075,J,76702628,132.435963,388.50074,J,1,191089591
77796244,132.464572,388.564179,J,1588393,132.46058,388.57363,J,1,191089587
77732010,132.506296,388.555769,J,45876972,132.529191,388.561731,H,1,191006663
1588312,132.50089,388.54547,J,77732010,132.506296,388.555769,J,1,191006662
38190895,132.361771,388.539031,J,77694512,132.376307,388.547891,J,1,190952896
77694512,132.376307,388.547891,J,57540166,132.37613,388.54038,J,1,190952893
77694511,132.517861,388.512237,J,17088764,132.503535,388.520492,J,1,190952889
21513129,132.511837,388.507211,J,77694511,132.517861,388.512237,J,1,190952888
77445048,132.477607,388.554808,J,40594380,132.461411,388.546911,J,1,190952882
1589387,132.29791,388.56569,H,1589958,132.305041,388.604521,H,1,190843952
1589387,132.29791,388.56569,H,1589958,132.305041,388.604521,H,1,190843951
1587616,132.47613,388.58045,H,77649012,132.506086,388.573311,J,1,190843948
13724170,132.503301,388.576443,J,77649012,132.506086,388.573311,J,1,190843947
77649006,132.508288,388.495298,J,36579941,132.50561,388.49779,J,1,190843942
77445048,132.477607,388.554808,J,56875744,132.49315,388.55707,J,1,190843010
1587616,132.47613,388.58045,H,77649044,132.455748,388.577741,J,1,190843008
20663431,132.441258,388.571876,J,77649044,132.455748,388.577741,J,1,190843007
77649040,132.311709,388.598383,J,75137674,132.310976,388.595752,H,1,190843001
77649040,132.311709,388.598383,J,48001270,132.305041,388.604521,H,1,190843000
20732828,132.513322,388.569011,J,50183966,132.515686,388.565585,J,1,190435529
20732828,132.513322,388.569011,J,15371684,132.509761,388.581521,J,1,190435528
77410399,132.540087,388.582527,J,77376998,132.533162,388.589828,J,1,190330872
77376999,132.519053,388.584543,J,53588739,132.520832,388.581805,J,1,190330869
19386192,132.428817,388.505885,J,8320465,132.42447,388.50823,J,1,190330863
77376998,132.533162,388.589828,J,44435992,132.528637,388.587801,J,1,190275857
1587616,132.47613,388.58045,H,15371684,132.509761,388.581521,J,1,190275856
77376999,132.519053,388.584543,J,54882090,132.520033,388.587789,J,1,190275855
40665887,132.46522,388.50172,J,64025982,132.451917,388.509733,H,10,190275825
40665887,132.46522,388.50172,J,1587778,132.470201,388.50069,J,0.1,190275822
1587778,132.470201,388.50069,J,50376655,132.475991,388.499377,J,10,190275821
50376655,132.475991,388.499377,J,8374373,132.476421,388.502581,J,10,190275820
8374373,132.476421,388.502581,J,1845597,132.48286,388.50381,J,10,190275819
1845597,132.48286,388.50381,J,1845600,132.47739,388.51132,J,0.1,190275818
1845600,132.47739,388.51132,J,5403050,132.48057,388.50771,J,10,190275817
5403050,132.48057,388.50771,J,64075487,132.491384,388.50978,H,10,190275816
77291194,132.356951,388.594784,J,77321344,132.350913,388.597944,J,1,190120962
