NodeID_A,longitude_A,latitude_A,type_A,NodeID_B,longitude_B,latitude_B,type_B,A,NE
13823767,132.354551,388.680621,J,12911292,132.349957,388.669483,J,10,63879124
3722471,132.39691,388.64851,J,13796031,132.39981,388.64863,J,1,63788930
9055206,132.42128,388.67857,J,13715472,132.420254,388.678787,J,1,63743305
13593960,132.412873,388.661591,J,1589763,132.394288,388.668825,H,1,63685419
13593960,132.412873,388.661591,J,1588170,132.394288,388.668825,H,1,63685418
5135634,132.41782,388.68239,J,13582063,132.41782,388.68239,J,1,63637163
13582063,132.41782,388.68239,J,5135634,132.41782,388.68239,J,1,63637149
13564584,132.441148,388.681731,J,2568425,132.431644,388.678213,J,1,63553226
2568425,132.431644,388.678213,J,13564581,132.43169,388.67849,J,1,63553209
13564584,132.441148,388.681731,J,2101212,132.448501,388.67828,J,1,63553206
7801680,132.41261,388.63503,J,13546356,132.41339,388.63477,J,1,63515461
3357989,132.416901,388.65938,J,13546354,132.419145,388.664023,J,1,63515313
13455044,132.441141,388.648595,J,4944973,132.431588,388.643333,J,1,63212847
4036379,132.413931,388.68211,J,13368758,132.414251,388.682171,J,1,63030999
1847225,132.40331,388.67633,J,13267994,132.404801,388.67802,J,0.1,62654307
13247558,132.432011,388.653131,J,7662813,132.433701,388.65271,J,1,62601104
7618048,132.378881,388.661681,J,8328363,132.37376,388.66106,J,1,62601103
12840918,132.38135,388.67485,J,7618048,132.378881,388.661681,J,1,62601101
8089000,132.432391,388.652061,J,13247558,132.432011,388.653131,J,1,62601100
13164547,132.386931,388.649151,J,7637720,132.38578,388.64707,J,1,62368085
11691618,132.421891,388.702311,J,13089809,132.420371,388.703081,J,1,62257671
1847236,132.393971,388.670748,J,1847770,132.392847,388.669728,J,1,62257616
2195630,132.408908,388.672021,J,12805899,132.40731,388.676829,J,0.1,61246756
12823363,132.36744,388.66598,J,12823362,132.37107,388.67294,J,10,61246755
12805898,132.36656,388.67694,J,12806231,132.373091,388.677881,J,1,61246752
1845687,132.346501,388.65934,J,11725579,132.34267,388.65564,J,1,61202930
12805896,132.383651,388.676055,J,7590208,132.38588,388.67576,J,1,61202926
11725579,132.34267,388.65564,J,1847261,132.344771,388.653461,J,1,61202924
11725601,132.36871,388.68844,J,5605582,132.376671,388.688231,J,1,61202923
11725604,132.342301,388.65203,J,9031114,132.345661,388.649711,J,1,61202742
12805896,132.383651,388.676055,J,12806221,132.38595,388.67911,J,1,61202732
12682967,132.348761,388.661951,J,12682964,132.35114,388.65955,J,10,60818015
12682964,132.35114,388.65955,J,12682966,132.35858,388.66147,J,10,60818013
9218724,132.404611,388.615451,J,12674225,132.412136,388.608845,J,1,60733709
8320458,132.423229,388.65825,J,4633859,132.424311,388.660711,J,1,60558035
11725579,132.34267,388.65564,J,11725575,132.34546,388.68782,J,1,60449511
11725603,132.359151,388.645221,J,11725602,132.342753,388.636365,J,10,60449508
11725577,132.349988,388.649511,J,11725603,132.359151,388.645221,J,10,60449498
11725604,132.342301,388.65203,J,11725577,132.349988,388.649511,J,1,60449493
11725601,132.36871,388.68844,J,11725567,132.356221,388.687571,J,1,60449492
11725567,132.356221,388.687571,J,11725575,132.34546,388.68782,J,1,60449488
11725579,132.34267,388.65564,J,11725604,132.342301,388.65203,J,10,60449487
7364521,132.40461,388.67788,J,8983252,132.400171,388.677751,J,1,60363183
11697441,132.393021,388.658251,J,7735966,132.39371,388.65707,J,1,60322965
1597128,132.428603,388.668115,H,5402993,132.419644,388.683077,H,10,60246235
10666755,132.41817,388.66785,J,1847134,132.419199,388.66687,J,1,59769827
1847214,132.417985,388.668622,J,10666755,132.41817,388.66785,J,1,59769578
5403216,132.42261,388.653301,J,5403214,132.430591,388.653191,J,1,59041721
8489921,132.43768,388.67916,J,9840796,132.433145,388.679534,J,1,58427307
1846636,132.42071,388.68225,J,1846521,132.421481,388.680828,J,1,58336052
1846636,132.42071,388.68225,J,3500858,132.419371,388.681221,J,1,58336044
9227619,132.383511,388.658311,J,7607172,132.382191,388.658251,J,1,58163573
7619901,132.422201,388.658232,J,8974227,132.42357,388.66404,J,1,57222642
9055206,132.42128,388.67857,J,2062554,132.422201,388.679301,J,1,57222640
2062554,132.422201,388.679301,J,8974223,132.422937,388.681691,J,1,57222638
8983254,132.427102,388.675893,J,1845688,132.42901,388.68083,J,1,57222634
7832943,132.426101,388.67999,J,9055206,132.42128,388.67857,J,1,57180799
9031114,132.345661,388.649711,J,1847261,132.344771,388.653461,J,1,57084117
9021323,132.41882,388.67435,J,9021328,132.417981,388.676711,J,10,56995890
9010852,132.41594,388.67837,J,9010853,132.419981,388.679421,J,10,56901581
9010852,132.41594,388.67837,J,9021328,132.417981,388.676711,J,10,56901573
8965650,132.40598,388.67849,J,5605482,132.403631,388.674021,J,1,56756433
8983254,132.427102,388.675893,J,8974221,132.422197,388.674941,J,10,56719173
8974224,132.422401,388.67093,J,8974219,132.422332,388.667297,J,10,56682420
8974227,132.42357,388.66404,J,8974219,132.422332,388.667297,J,10,56682415
2195087,132.42587,388.67963,J,8489920,132.43107,388.68251,J,1,56644011
8965649,132.40754,388.68259,J,8965657,132.410499,388.683025,J,1,56644005
8965657,132.410499,388.683025,J,8965653,132.41377,388.68263,J,1,56644004
8965653,132.41377,388.68263,J,8965652,132.413191,388.685811,J,10,56643323
8965651,132.434481,388.686211,J,8489921,132.43768,388.67916,J,1,56643320
8965651,132.434481,388.686211,J,8965655,132.435351,388.682381,J,10,56643319
8965655,132.435351,388.682381,J,8489920,132.43107,388.68251,J,1,56643318
8489920,132.43107,388.68251,J,8489899,132.42801,388.68261,J,10,56494318
8489922,132.42531,388.68044,J,8489899,132.42801,388.68261,J,10,56494316
8489922,132.42531,388.68044,J,8489896,132.42804,388.68541,J,10,56494314
42252231,132.446098,388.695644,J,3500702,132.458801,388.69584,J,1,56494313
1582746,132.42704,388.68535,J,1847229,132.42415,388.68479,J,1,56369838
1845596,132.42373,388.680001,J,1846521,132.421481,388.680828,J,1,56369822
8328361,132.36905,388.63947,J,7607171,132.38072,388.63856,J,1,55610090
8100175,132.362751,388.660511,J,8328363,132.37376,388.66106,J,1,55532446
8328363,132.37376,388.66106,J,8328360,132.36864,388.65371,J,10,55494143
8328362,132.372701,388.65436,J,8328360,132.36864,388.65371,J,10,55494140
1847357,132.424661,388.653101,J,1847354,132.425601,388.652701,J,1,55432755
1589763,132.394288,388.668825,H,7988228,132.39669,388.66684,J,1,54638425
1590574,132.419015,388.660038,J,8074645,132.419794,388.660406,J,1,54638247
4944973,132.431588,388.643333,J,8166465,132.431588,388.643333,J,1,54638019
2062541,132.414013,388.678611,J,7628643,132.41362,388.67862,J,1,54637916
1847098,132.368081,388.603051,J,7832944,132.368844,388.603481,J,1,54637812
1587763,132.365521,388.601821,J,7832944,132.368844,388.603481,J,1,54637808
5403210,132.43194,388.68474,J,7832943,132.426101,388.67999,J,1,54637785
8074650,132.414471,388.644163,J,2977208,132.411501,388.644487,J,1,54636719
8040324,132.415836,388.66947,J,5209232,132.415836,388.66947,J,1,54636233
7628643,132.41362,388.67862,J,5466427,132.409797,388.678193,J,1,54636216
7556872,132.39406,388.666721,J,2101138,132.394287,388.666666,J,1,54636212
7556872,132.39406,388.666721,J,1588170,132.394288,388.668825,H,1,54636209
2062539,132.39396,388.664501,J,7556872,132.39406,388.666721,J,1,54636208
2101869,132.408446,388.641316,J,7628644,132.40763,388.63831,J,0.1,54636079
1847339,132.421369,388.677053,J,5027936,132.418984,388.673399,J,1,54635947
1588783,132.36835,388.60196,J,1847098,132.368081,388.603051,J,1,54635773
1587763,132.365521,388.601821,J,1588783,132.36835,388.60196,J,1,54635772
7618049,132.39192,388.66338,J,1588324,132.38787,388.66239,J,1,54635727
7607165,132.39721,388.67572,J,5723008,132.39721,388.67572,J,1,54635072
7607165,132.39721,388.67572,J,2568244,132.39721,388.67572,J,1,54634954
7607165,132.39721,388.67572,J,5633601,132.396491,388.678351,J,1,54634952
2682106,132.420011,388.646191,J,7576474,132.42006,388.64689,J,1,54634781
1845674,132.39299,388.67096,J,7576471,132.392141,388.667833,J,1,54634650
7576473,132.39878,388.65946,J,1846629,132.39894,388.66001,J,1,54634621
3551429,132.399401,388.667427,J,7699246,132.39399,388.66876,J,1,54634498
7576472,132.39609,388.650591,J,7556833,132.39622,388.649601,J,1,54634440
5403476,132.487671,388.716381,J,5403480,132.485651,388.727371,J,1,54632866
1589817,132.420068,388.636834,H,1587802,132.420068,388.636834,J,1,54632166
5605606,132.40608,388.65341,J,1847164,132.40646,388.65461,J,1,54631893
1847102,132.40334,388.65363,J,5605606,132.40608,388.65341,J,0.1,54631891
4967229,132.42072,388.63677,J,2062538,132.420881,388.636491,J,1,54631563
4967229,132.42072,388.63677,J,1589817,132.420068,388.636834,H,1,54631560
1589817,132.420068,388.636834,H,1589775,132.420068,388.636834,H,1,54631508
1589763,132.394288,388.668825,H,1588170,132.394288,388.668825,H,1,54631499
1589775,132.420068,388.636834,H,4967229,132.42072,388.63677,J,1,54631444
1847395,132.418941,388.660801,J,5245425,132.419424,388.66249,J,1,54631274
1847134,132.419199,388.66687,J,5402994,132.42117,388.66828,J,1,54631192
1847357,132.424661,388.653101,J,5403509,132.424661,388.653101,J,1,54630059
1589775,132.420068,388.636834,H,1588170,132.394288,388.668825,H,1,54629545
1589817,132.420068,388.636834,H,1589763,132.394288,388.668825,H,1,54629535
3722469,132.38633,388.66923,J,1588324,132.38787,388.66239,J,1,54628419
3605995,132.43789,388.701605,J,1589189,132.411162,388.708857,H,10,54628393
3605876,132.422248,388.684824,J,1589019,132.421391,388.685432,J,0.1,54628321
1589775,132.420068,388.636834,H,1587802,132.420068,388.636834,J,1,54627967
2062538,132.420881,388.636491,J,2977502,132.420881,388.636491,J,1,54627582
2362228,132.441471,388.653791,H,1597128,132.428603,388.668115,H,10,54627314
2101138,132.394287,388.666666,J,2062539,132.39396,388.664501,J,1,54627183
1847201,132.393953,388.662256,J,2062539,132.39396,388.664501,J,1,54627003
1845122,132.385091,388.607411,J,1847115,132.384341,388.606731,J,1,54626653
1589189,132.411162,388.708857,H,1589604,132.392569,388.728441,H,10,54626326
2062468,132.43206,388.681126,J,1845446,132.421101,388.67786,J,1,54626324
1847339,132.421369,388.677053,J,1587953,132.421943,388.676946,J,1,54626296
1587953,132.421943,388.676946,J,1845446,132.421101,388.67786,J,1,54626295
1845515,132.392353,388.669134,J,1847770,132.392847,388.669728,J,1,54626196
1845674,132.39299,388.67096,J,1845515,132.392353,388.669134,J,1,54626195
85118609, , ,J,1589775,132.420068,388.636834,H,1,202108232
3317567,132.41019,388.63927,J,22073015,132.42184,388.65457,J,1,201938274
3317567,132.41019,388.63927,J,4633859,132.424311,388.660711,J,1,201938273
84669526, , ,J,13267994,132.404801,388.67802,J,0.1,201380873
84669525, , ,J,26957092,132.51037,388.59581,J,1,201380870
84550304, , ,J,24447142,132.420068,388.636834,G,1,201137601
84550304, , ,J,16642181,132.384823,388.64284,J,1,201137600
84550305, , ,J,46321753,132.377361,388.666961,J,1,201137599
84550305, , ,J,14282219,132.377361,388.666961,J,1,201137598
84480524,132.433421,388.589921,J,24598786,132.431131,388.589607,J,1,201026791
84271096,132.498768,388.650755,J,79878680,132.498768,388.650755,J,1,200686887
25666587,132.419644,388.683077,H,83976884,132.42286,388.68168,J,1,200356625
1845116,132.420079,388.672745,J,83976884,132.42286,388.68168,J,1,200356624
83976888, , ,J,1847102,132.40334,388.65363,J,0.1,200356622
83976888, , ,J,5605606,132.40608,388.65341,J,0.1,200356621
83976887, , ,J,30406682,132.474983,388.717308,J,1,200356619
83976887, , ,J,14318455,132.477091,388.723511,J,1,200356618
83976886, , ,J,1846966,132.412267,388.678013,J,1,200356617
83976886, , ,J,42755021,132.40952,388.67828,J,1,200356616
83976885, , ,J,27268203,132.424031,388.598671,J,1,200356615
83976885, , ,J,24598786,132.431131,388.589607,J,1,200356614
24447142,132.420068,388.636834,G,47307648,132.400281,388.640885,J,1,200356613
31284958,132.398605,388.641791,J,47307648,132.400281,388.640885,J,1,200356612
1587627,132.40307,388.64177,J,29608600,132.407131,388.640531,J,1,200356608
5245424,132.425962,388.654865,J,1847357,132.424661,388.653101,J,1,200356604
5605549,132.400747,388.712157,J,34258159,132.392865,388.712299,J,10,200186303
1589604,132.392569,388.728441,H,34258159,132.392865,388.712299,J,10,200165542
83886693, , ,J,79899547,132.372155,388.604379,J,0.1,200165538
83886693, , ,J,27541845,132.371741,388.609031,J,1,200165537
81487475,132.522843,388.612364,J,11683982,132.520041,388.593721,J,1,200065961
83703064,132.485087,388.632664,J,26442154,132.488855,388.620828,J,1,199964819
83703062,132.520041,388.593721,J,9010850,132.523041,388.594121,J,0.1,199964818
83703062,132.520041,388.593721,J,11683982,132.520041,388.593721,J,1,199964817
83703063,132.388745,388.658429,J,72971982,132.388681,388.658132,J,1,199964816
83357839,132.436687,388.651196,J,8198042,132.441471,388.653791,J,1,199479674
1590193,132.415201,388.68264,J,3416089,132.41573,388.68229,J,1,199479673
3416065,132.41637,388.68295,J,3416089,132.41573,388.68229,J,1,199479672
83068884,132.477944,388.648221,J,26046594,132.47658,388.65992,J,1,198917568
82889020, , ,J,12806220,132.392701,388.683261,J,1,198779635
82889020, , ,J,13546369,132.39077,388.68466,J,1,198779634
29042284,132.389567,388.718993,J,3416075,132.38321,388.71639,J,1,198114240
5605549,132.400747,388.712157,J,63683824,132.40254,388.70913,J,1,198114237
62604979,132.396631,388.711961,J,3606296,132.411162,388.708857,J,1,198114228
62604979,132.396631,388.711961,J,3606296,132.411162,388.708857,J,1,198114227
79878680,132.498768,388.650755,J,26905643,132.497341,388.644921,J,1,197850453
82101340,132.428603,388.668115,J,25634767,132.428603,388.668115,H,1,197681295
82101340,132.428603,388.668115,J,25666587,132.419644,388.683077,H,10,197681294
63683824,132.40254,388.70913,J,5605549,132.400747,388.712157,J,1,197681269
81622339,132.404148,388.639752,J,13546360,132.40493,388.63966,J,1,197111511
81622338,132.414415,388.639847,J,22855110,132.414471,388.644163,J,1,197111510
81622317,132.465649,388.612188,J,65060871,132.456775,388.612967,J,1,197111509
63516175, , ,J,5633596,132.425576,388.675982,J,1,197086391
19867678,132.461922,388.704481,J,14942123,132.459806,388.711705,J,1,197086388
3500783,132.45151,388.71077,J,19867678,132.461922,388.704481,J,1,197086387
81556625,132.401231,388.639101,J,29721759,132.401231,388.639101,J,1,197086383
81487475,132.522843,388.612364,J,29739092,132.519123,388.617582,J,1,196972735
81300964,132.420351,388.645921,J,22475083,132.41458,388.64719,J,1,196776594
1847767,132.41296,388.65356,J,17236829,132.417441,388.654101,J,1,195819937
80824484,132.403751,388.659461,J,35402987,132.403929,388.665304,H,10,195819923
80753376,132.400373,388.673599,J,42685421,132.40117,388.67644,J,1,195677613
80668977,132.365161,388.611821,J,27541845,132.371741,388.609031,J,1,195590694
21225080,132.395511,388.674181,J,22713198,132.39367,388.67148,J,1,195590689
12806220,132.392701,388.683261,J,24482523,132.394288,388.668825,G,10,195590686
41671768,132.398663,388.615324,J,27775538,132.400739,388.621311,J,1,195262320
41671768,132.398663,388.615324,J,27775538,132.400739,388.621311,J,1,195262319
63021186,132.381419,388.662594,J,26633203,132.383301,388.653497,H,1,195181136
70867260,132.368363,388.664026,J,60556597,132.36744,388.66598,H,1,195126575
80407670,132.42701,388.67261,J,64926378,132.42701,388.67261,J,1,195033608
80407670,132.42701,388.67261,J,54882091,132.42701,388.67261,J,1,195033605
9218724,132.404611,388.615451,J,27396368,132.398663,388.615324,J,1,195033602
27478464,132.400451,388.618231,J,5466424,132.41205,388.60491,J,1,195033599
22073020,132.39399,388.66876,J,80172393, , ,J,1,194708115
79899548,132.41882,388.67435,J,9021323,132.41882,388.67435,J,1,194538889
79803082,132.435574,388.652398,J,13455044,132.441141,388.648595,J,1,194538888
80036324,132.467726,388.704771,J,29008121,132.50582,388.69818,J,1,194461104
2195698,132.421052,388.679771,J,21930576,132.41225,388.67719,J,1,194208242
2195698,132.421052,388.679771,J,21930576,132.41225,388.67719,J,1,194208240
7832944,132.368844,388.603481,J,79899547,132.372155,388.604379,J,0.1,194208234
27541845,132.371741,388.609031,J,79899547,132.372155,388.604379,J,0.1,194208233
79839244,132.457776,388.610874,J,65060871,132.456775,388.612967,J,1,194032666
79803082,132.435574,388.652398,J,79484144,132.430496,388.650526,J,1,193888554
77856298,132.392924,388.658066,J,26633203,132.383301,388.653497,H,1,193719786
74340983,132.452152,388.667901,J,27669560,132.44578,388.67744,J,1,193719765
31213346,132.39344,388.65134,J,79654692,132.389225,388.649241,J,1,193706001
13164547,132.386931,388.649151,J,79654692,132.389225,388.649241,J,1,193706000
79484144,132.430496,388.650526,J,8166465,132.431588,388.643333,J,1,193333452
79364863,132.483714,388.639382,J,65768367,132.482399,388.649799,J,1,193169862
79364863,132.483714,388.639382,J,64379815,132.476097,388.648045,J,1,193169861
27669557,132.398051,388.588811,J,5633590,132.40831,388.59434,J,10,193169859
1587972,132.399611,388.657181,J,65768358,132.399769,388.656541,J,1,192938316
79248679,132.371063,388.661857,J,77967127,132.364467,388.664152,J,1,192938315
1587972,132.399611,388.657181,J,5135469,132.40072,388.65359,J,1,192938294
1587972,132.399611,388.657181,J,66393707,132.401867,388.656747,J,1,192938293
79109902,132.393921,388.670852,J,48001248,132.387794,388.667034,J,1,192938291
79109902,132.393921,388.670852,J,47501159,132.393928,388.672109,J,1,192835590
26836465,132.398201,388.606631,J,78934112,132.399751,388.610191,J,1,192547539
78866372,132.387471,388.672154,J,41520331,132.383911,388.672141,J,1,192479364
78866372,132.387471,388.672154,J,31997485,132.375041,388.670461,J,1,192479363
24482523,132.394288,388.668825,G,78750334,132.458221,388.676889,H,0.1,192423077
26013306,132.492111,388.648641,H,78750334,132.458221,388.676889,H,0.1,192423076
5466425,132.455751,388.594571,J,78750333,132.448985,388.592439,J,1,192304918
25866153,132.431131,388.589607,H,78750333,132.448985,388.592439,J,1,192304917
78665090,132.343838,388.679557,H,26477182,132.383171,388.677071,H,10,192232862
60350150,132.34267,388.65564,H,78665090,132.343838,388.679557,H,0.1,192232861
78460088,132.394541,388.673148,J,24482523,132.394288,388.668825,G,10,192133061
78460090,132.415836,388.66947,J,35402987,132.403929,388.665304,H,10,192079389
78460090,132.415836,388.66947,J,27669559,132.419354,388.654421,H,1,192079388
78460089,132.464131,388.612235,J,65060871,132.456775,388.612967,J,1,192079382
78460088,132.394541,388.673148,J,26477182,132.383171,388.677071,H,10,192079381
78411856,132.393363,388.641973,J,27196200,132.398041,388.642661,J,1,191977524
21742179,132.450181,388.660061,J,25634770,132.441471,388.653791,H,10,191828973
21742182,132.455175,388.666172,J,21742179,132.450181,388.660061,J,10,191828972
78174718,132.401311,388.612691,J,9218724,132.404611,388.615451,J,1,191776368
49425843,132.449841,388.657771,J,78094330,132.453515,388.658341,J,1,191605154
78094330,132.453515,388.658341,J,18979143,132.455255,388.655901,J,1,191605153
78026760,132.469621,388.663318,J,30695124,132.468486,388.658922,J,1,191472480
78026760,132.469621,388.663318,J,29042278,132.473431,388.653791,J,1,191472479
77967127,132.364467,388.664152,J,12823363,132.36744,388.66598,J,1,191411273
1847357,132.424661,388.653101,J,27669559,132.419354,388.654421,H,1,191312315
77856298,132.392924,388.658066,J,26113676,132.399747,388.647147,H,1,191213728
36142534,132.495198,388.588188,J,77232455,132.482568,388.584574,J,1,191089590
13546356,132.41339,388.63477,J,27809023,132.410111,388.632561,J,1,191006671
77732011,132.438997,388.664143,J,21881297,132.44519,388.667501,J,1,191006668
77732011,132.438997,388.664143,J,14505462,132.438992,388.663189,J,1,191006667
77694515, , ,J,8965650,132.40598,388.67849,J,1,190952890
77694514,132.391231,388.616331,J,27775538,132.400739,388.621311,J,1,190952885
77694513,132.402311,388.658931,J,22095890,132.403929,388.665304,J,1,190952883
77649008,132.468491,388.701691,J,72820722,132.468543,388.696626,J,1,190843941
75372982,132.451589,388.637275,J,15412205,132.462598,388.645061,J,1,190843938
60509148,132.422863,388.720448,J,77410401,132.432226,388.714885,J,1,190843003
77162932,132.532699,388.605429,J,45462262,132.523559,388.606163,J,1,190843002
77410401,132.432226,388.714885,J,60429297,132.457072,388.720383,J,1,190330868
77377001,132.371831,388.605881,J,27061734,132.377643,388.605031,J,1,190275859
77377000,132.403763,388.715127,J,3606296,132.411162,388.708857,J,1,190275858
15412205,132.462598,388.645061,J,26546981,132.461791,388.634171,J,1,190120963
77321345,132.478659,388.696764,J,14942123,132.459806,388.711705,J,1,190120961
77321345,132.478659,388.696764,J,3500783,132.45151,388.71077,J,1,190120960
77265259,132.503194,388.626711,J,26872866,132.50627,388.61829,J,1,190015389
77265259,132.503194,388.626711,J,59385939,132.507959,388.630235,J,1,190015388
34701718,132.477556,388.585385,J,77232455,132.482568,388.584574,J,1,189952351
3416074,132.441961,388.658941,J,21742182,132.455175,388.666172,J,10,189772739
77162932,132.532699,388.605429,J,77072125,132.525342,388.598362,J,1,189772725
